Category,Text
Problem Resolution,I'll be tracking the package and I will check with the carrier just to make sure that it will be delivered in the correct address and within a day.
Problem Resolution,Would that work for you?;
Problem Resolution,I've successfully processed a replacement and sent you the confirmation regarding this call as your reference.
Problem Resolution,Expect to receive the products within a day.
Problem Resolution,"And right now, what I can do is to help you resolve this issue."
Problem Resolution,I assure you amber what happened was an honest mistake.
Problem Resolution,We would never do that to our customers on purpose.
Problem Resolution,"Of course, you really should have received precisely what you ordered and we failed on that and for that I am truly sorry."
Problem Resolution,The best thing that i can do for you now is to make sure that this gets resolved as soon as possible.
Problem Resolution,Alright here's what I'm gonna do.
Problem Resolution,"Because you received the wrong item, I will request to have the correct item sent out to you within 24 business hours."
Problem Resolution,"So if we send it to you today, you should receive the oven before your son's birthday on Thursday."
Problem Resolution,All I need from you to make that happen is the photo of the wrong item you received along with a photo of the barcode.
Problem Resolution,Is it possible that you could send to me while we're on the line so I could already process the reshipment for you?
Problem Resolution,Good point Amber and I understand your doubt.
Problem Resolution,"But, when we encounter this kind of issue where a customer receives a damaged item or as in your case a wrong item, we always make sure to handle the matter with extra care so there will be no second mistake."
Problem Resolution,No chance for a second mistake happening.
Problem Resolution,"So, that is why aside from the 24 hour shipping, we will also do a thorough recheck of the reshipment."
Problem Resolution,"So, I can definitely assure you that it's going to be the correct item this time."
Problem Resolution,"Um, by the way Amber, do you also have the photo of the barcode of the cutting board?"
Problem Resolution,"Yes Amber, I would need it to have your reshipment approved as soon as possible."
Problem Resolution,"After that, we will ship the oven to you immediately and you should receive it within 24 hours."
Problem Resolution,"Um so now, I will forward the photos to the reshipment team and you should receive the oven tomorrow."
Problem Resolution,"About the cutting board you received, you don't have to return it."
Problem Resolution,Um just feel free to keep it keep it or give it away.
Problem Resolution,"Yeah, yes all you have to do now is to wait for the replacement to arrive tomorrow."
Problem Resolution,And we will take care of everything and again we are so sorry for this mistake.
Problem Resolution,"However, I've been checking the date that you actually called in for the return."
Problem Resolution,It's already beyond the timeframe that we ask for refunds.
Problem Resolution,So what we'll do is I'll go ahead and forward this information to our corporate office and I'll have them check and update you directly about the refund.
Problem Resolution,"So, please expect an email within 2 to 4 business days."
Problem Resolution,Oh no no no don't don't worry Adam it's only 2 to 4 business days.
Problem Resolution,Okay I understand and I'll go ahead and forward them the details that I have here.
Problem Resolution,"So I'll send the email to adam_wilson@millfence.com, correct?;"
Problem Resolution,Let me go ahead and set up this order for you.
Problem Resolution,"Alright, well here are a few reasons to consider purchasing today."
Problem Resolution,It looks as though you haven't updated your vehicle for three years.
Problem Resolution,"So, that would be the equivalent of getting three years worth of updates for the price of one."
Problem Resolution,"In addition, special offers like the current promotion don't come around too often."
Problem Resolution,I would definitely recommend taking advantage of the extra $50 off before it expires.
Problem Resolution,"If I set this order up for you now , it'll ship out today and for $50 less"
Problem Resolution,Do you have your credit card handy and I can place this order for you now?
Problem Resolution,Let me process that for you John.
Problem Resolution,The transaction has been successful.
Problem Resolution,"Just to repeat, we have upgraded your Nissan Map to the latest version 7.7 at a cost of 99 dollars, all inclusive."
Problem Resolution,"According to policy, I can't help you with that but I can give you the peach phone plus the insurance number."
Problem Resolution,It's gonna take between six and eight weeks to arrive.
Problem Resolution,Just give me a minute to sort through this.
Problem Resolution,"Look, without insurance, you have to fix it or buy another phone."
Problem Resolution,Its 799 plus 30 shipping and not including tax.
Problem Resolution,It's gonna take between 6 to 8 weeks to arrive.
Problem Resolution,I'm gonna speak with someone that can lower the cost for you.
Problem Resolution,I'm sorry ma'am I wasn't able to do anything for you about that price.
Problem Resolution,"Look lady, I already told you my name."
Problem Resolution,It's Kirk and he'll be in or out 11:30 tonight.
Problem Resolution,You can pay this balance of 69.33 with a credit card.
Problem Resolution,"If you make a payment today, I can waive the late fee of 20."
Problem Resolution,Would you like to make a payment for 49.33 today in order to avoid further collection action?
Problem Resolution,"Great you can pay with Discover, Mastercard or Visa."
Problem Resolution,Do you have a credit card ready for this transaction?
Problem Resolution,I've waived the late fee of 20 and you're making a one-time payment for a total of 49.33 and let me confirm that you approved this transaction.
Problem Resolution,"Yes, I approved it your transaction has been completed and your confirmation number is 845663496."
Problem Resolution,Your shipping and handling will be free of charge.
Problem Resolution,"So, instead of paying 25.99, you only need to pay 23.00."
Problem Resolution,"Alright, so your order is one dozen of white roses, $40 and a pack of Fran's chocolates that's $9."
Problem Resolution,A total of $49 free shipping and handling.
Problem Resolution,Are you good with these?
Problem Resolution,"Would you like to use a Visa, Mastercard or American Express for the payment?"
Problem Resolution,Thank you and the expiration date and cvv code please?
Problem Resolution,"Alright, thank you your order has been successfully processed for a total amount of $49 and it will be shipped within 24 hours."
Problem Resolution,You can try to check it on the original box of the phone or your phone settings.
Problem Resolution,"So, with that being said, let me proceed with the next part of our troubleshooting steps and this time, I will be needing your partnership."
Problem Resolution,Can you please go to your phone settings?
Problem Resolution,"From your home screen, try to look for a gear icon and below the icon, you'll see the word settings."
Problem Resolution,"Now, look for general management."
Problem Resolution,"Alright, so, tap reset."
Problem Resolution,"So, before you tap reset network settings, I just want to let you know that this will erase saved wi-fi passwords and bluetooth connections but it won't delete any of your apps or personal data."
Problem Resolution,Are you okay to proceed?
Problem Resolution,"Now, you'll have to confirm that you want to reset your network settings."
Problem Resolution,"Great, this time we're almost done with our initial troubleshooting steps and the last thing that I want you to do is to power recycle your phone."
Problem Resolution,"So, turn it off and wait 10 seconds, power it on then we'll test it."
Problem Resolution,Let me call you on your alternate number.
Problem Resolution,"So, don't hang up with this line and listen until you reach me on the other line, okay?"
Problem Resolution,"Okay, so you can now disconnect the other line and uh turn off that device and wait 10 seconds before you turn it back on."
Problem Resolution,"Then, let me know once it's on, okay?"
Problem Resolution,"So, it's now time for us to test it alright."
Problem Resolution,"So, can you try to call your son now?"
Problem Resolution,We will now proceed in checking your connection.
Problem Resolution,"First, let's reboot your modem."
Problem Resolution,It's an upright standing box given by your internet provider.
Problem Resolution,It has a blinking green light on it.
Problem Resolution,"Yes, please go to your modem and at the back there's a tiny black cable that looks like an old cell phone charger."
Problem Resolution,"Great, please unplug it from the modem."
Problem Resolution,"Awesome, now, all the lights will go out."
Problem Resolution,"After 30 seconds, please plug it back, okay?"
Problem Resolution,Now we have to wait two minutes for it to boot up. 
Problem Resolution,"Once you see at least four green lights, please let me know."
Problem Resolution,Can you please try printing?
Problem Resolution,Let's check if your printer is connected to the same network as your computer.
Problem Resolution,Please go to your printer and press the menu button.
Problem Resolution,"On the menu, please click the right arrow button to navigate and look for the setup."
Problem Resolution,It has a wrench icon with screwdriver.
Problem Resolution,"You have to highlight it, then press enter."
Problem Resolution,"Under the setup, please click the down arrow button and select wi-fi setup."
Problem Resolution,"Then, press enter."
Problem Resolution,"Under WIFI setup, do you see the name of your WIFI?"
Problem Resolution,Select it please.
Problem Resolution,Now it will ask you to type the password or it will say connected if you are connected.
Problem Resolution,I see you have to highlight the box where you need to type in the password and press enter.
Problem Resolution,It will give you a keyboard and you have to use the arrow buttons to select a letter and press enter to input the selected letter.
Problem Resolution,"Awesome, just remember that it is case sensitive. "
Problem Resolution,"So, you have to put the right password on it."
Problem Resolution,That's great all the document that's on the queue will be printed now.
Problem Resolution,"Alright, once it's open, you should be seeing a three dots on the upper right corner."
Problem Resolution,"Once you click on it, there will be options available but we select the one that says settings."
Problem Resolution,"Now, after clicking on settings on the left side, you should be seeing there an option that says clear browsing data or clear browsing history."
Problem Resolution,It says clear browsing history.
Problem Resolution,Okay you can click that one now.
Problem Resolution,"Actually, it will give you the options to clear the history that was recorded just for today or you can also clear all the browsing history like from the beginning of the time."
Problem Resolution,Thank you and now I just need your credit card number to complete the reservation.
Problem Resolution,"And, what type of card will you be using today?"
Problem Resolution,"Okay and if you're ready, please state the card number."
Problem Resolution,"And, what is the name appearing on the card?"
Problem Resolution,And may I have the expiration date?
Problem Resolution,Can I also have the last three digits at the back of the card?
Problem Resolution,Let me check the terms and condition for you.
Problem Resolution,One moment please.
Problem Resolution,"Welcome and upon checking here, the room that we're trying to book is a refundable room at any time."
Problem Resolution,So you can cancel your room anytime at no cost.
Problem Resolution,"Alright, so your reservation has been made for the 18th of July for a room with a double bed and view of the ocean."
Problem Resolution,Check-in is a two o'clock.
Problem Resolution,Breakfast and dinner is included as well.
Problem Resolution,"And, Roxanne, I will send the details to your email address that you provided to me earlier."
Problem Resolution,How about a deluxe room instead?
Problem Resolution,We can transfer you once there's availability.
Problem Resolution,Perhaps you didn't know that you have new room rates.
Problem Resolution,"For a deluxe room, we have it at 6405 pesos Ms. Hernani per room per night."
Problem Resolution,"Great, would you like to confirm your reservation Ms. Hernani?"
Problem Resolution,Your reservation is now verified.
Problem Resolution,Yes Ms. Hernani.
Problem Resolution,"Now, I'll need your credit card information to reserve the room for you."
Problem Resolution,"Alright Ms. Hernani, your reservation has been made for the 25th until the 27th of April for a deluxe room with a queen-size bed and of course with a view of the lake."
Problem Resolution,Your bills will be settled via visa amounting to 12800 pesos.
Problem Resolution,Check-in is at two o'clock.
Problem Resolution,Is that correct Ms. Hernani?
Problem Resolution,We wish to inform you about our 6 o'clock policy.
Problem Resolution,Please be advised that you have to check in not later than 6:00 p.m.
Problem Resolution,"Otherwise, the hotel reserves the right to give the room to the wait-listed clients."
Problem Resolution,"No problem, I'd be happy to take your info and schedule a return call. "
Problem Resolution,What's the best number to reach you out?
Problem Resolution,Got it and what would be the best time for you for a return call?
Problem Resolution,"Last name is Smith, S M I T H."
Problem Resolution,"The callback number is 206-555-1234, is that correct?"
Problem Resolution,Okay the office will follow up and give you a call back today after 2pm.
Problem Resolution,We usually send our products with an extra cable.
Problem Resolution,Could you take a look inside the box ad verify if we sent you another?
Problem Resolution,"According to my system, the extra cable was not included."
Problem Resolution,"I am sorry sir, but this specific item was at a discount at the moment you purchased it."
Problem Resolution,"As a result, we didn't include an extra cable so that we could apply the best price on the device instead of charging you for stuffs you won't need."
Problem Resolution,"If you want, you can order one from us."
Problem Resolution,We'll ship it within 24 hours.
Problem Resolution,"Since you did pay for your connection, what I can do is to open a ticket or submit a report so that the other department can immediately complete your payment and reconnect your internet as soon as possible. "
Problem Resolution,I am now doing the report and will submit it as soon as I finish this.
Problem Resolution,"Hello sir, kindly expect to have your reconnection within 24 hours."
Problem Resolution,We will send you a text message informing that you have already paid and connected to the internet service to your phone number.
Problem Resolution,alright! so you order is: one dozen of white roses 40$ and a pack of fran's chocolate that's $9... a total of $49 free shipping and handling...
Problem Resolution,thank you. your order has been successfully processed for a total amount of $49 and it will be shippes within 24 hours.
Problem Resolution, so give me one moment to see if there is any paper i can provide you. can i have a call back number for you.
Problem Resolution,ok give me one second. ok it takes up to 30 minutes to get the email.
Problem Resolution,thank you let me check your bill now i see your bill went up this month it's becasue of a late payment charge we received your payment on the 28th however your due date is every 15th of the month that's why there's a $10 difference from your last bill
Problem Resolution,i'll be happy to assist you. alright! i have successfully enrolled your account in autopay moving forward you won't have any late paument charge.
Problem Resolution,now lets see your promotion you're referring to ended 2 weeks ago i can still sign you up and only at the regular rate which is about 10% more per month than the rate shown on the brochure will there be something at your house to make
Problem Resolution,definitely you're right i'll go ahead and give you the service at the advertised rate.
Problem Resolution,wonderful and i'm pulling up your account now while i'm in the process of doing that can you go ahead and palce me on the speakerphone and log into your my AT&T app so that we can definitely go ahead and look at these charges together and you know reveal ok?
Problem Resolution,okay great now as you see the option that says view bill go ahead and click on download view full pdf app
Problem Resolution,serious apology ma'am however there is a good news the company will refund your payment one of the company's policies to give a refund for the customers whose orders have not been deliverd or shipped 
Problem Resolution,the process will proceed in your account 20 minute right after this conversation
Problem Resolution,no worries ma'am the second good news is there will be a 25% increase of the amount rendered meaning to say your amount will increase to a quarter
Problem Resolution,data error this is a sophisticated program and a data error can be tricky for anyone im going to connect you to a specialist this issue for  you i'll stay with you until you are connected does that work for you
Problem Resolution,ok lets try something new ok there is a blue hiporonary icon shown on the task bar please click on it
Problem Resolution,i can see here that is shows successful connection
Problem Resolution,ok now please type this URL address in your browser http://hiporonaryrouter.local
Problem Resolution,now click advanced setting
Problem Resolution,now click wifi channel box and select auto channel and click save
Problem Resolution,now let's check it if you have a internet connection or not
Problem Resolution,great that means there's no problem on the printer we can now proceed in chechking your connection first let's reboot your modem
Problem Resolution,ok i'm very sorry about that just let em take down your contact information and i'll contact the lamdlord right away to get this all straightened out
Problem Resolution,ok mr. matthews i'm gonna pass this information on to the landlord right away and he'll be contacting you shortly
Problem Resolution,okay no problem I'll pass your message along and somebody should be getting back to you this afternoon
Problem Resolution,unfortunately I wouldn't be able to quote prices but I can get a hold of someone who would be able to give you a better idea I'm getting them back up throughout the entire house are you a client of ABC
Problem Resolution,actually mr. berry I'm going to call him right now and patch you directly through to the plumber 
Problem Resolution,they are indeed the only classes that we offer are centered around you and your schedule whenever you find the time to settle down and check out the classes completely up to you
Problem Resolution,problem for the classes the way that the online classes at Cline del university usually operate are with a homework assignment - every week or so sometimes a paper other times the PowerPoint presentation it really depends on the course and also the instructor
Problem Resolution,all right you are good to go if I can put you on hold for just a moment I'll get bill on the other line and transfer you right to him is that okay 
Problem Resolution,yes you're correct you receive one free month of lawn services for each person you refer to us so since you referred to people you'll receive two free months of service once they sign up with green lawns
Problem Resolution,just to send confirmation of this conversation and also as soon as your neighbors sign up with green lawns I can send you your vouchers to that email 
Problem Resolution,Thank You mr. sagen a security specialist will be calling you momentarily 
Problem Resolution,okay if you don't mind staying on the line for just a moment Drake is scheduled as your driver I'm going to give him the call and I'll find out his whereabouts
Problem Resolution,I spoke with Drake he will be there in five minutes
Problem Resolution,hey it appears that we do not I'm sorry that we do have that item in stock at Karen's boutique at the hunter mall is that close by it
Problem Resolution,okay what I will do is make arrangements with karyn's to take for you to exchange the parker scarf at no additional cost and in addition i was able to look up your order in our system and i'm going to send out a special gift to you to make up for the inconvenience
Problem Resolution,no problem I will page him right away and you'll be hearing from him shortly
Problem Resolution,I'm going to email you a prepaid shipping label to send back the recalled blender and we will be mailing you our latest model
Problem Resolution,the large furniture trucks come with two movers you must rent the truck for a minimum of two days due to the distance okay?
Problem Resolution,I approximated the distance between Philadelphia and Chicago the price will be one thousand $65 per day and you must also pay tolls
Problem Resolution,okay many of our customers put down 50% of the estimated price as a deposit once arriving at your destination an exact price will be reached and the differenc will be due those customers write out a check at that point
Problem Resolution,absolutely I'm going to reserve that largest check that we have for September 28 and 29 is this correct?
Problem Resolution,thanks John I located your information the newest person we have available for your vehicle is version 7.7 which was released in March of 2012 the price of the new map is $99 plus shipping and tax let me go ahead and set up this order for you
Problem Resolution,if I set this order up for you now it'll ship out today and for $50 less do you have your credit card handy and I can place this order for you now 
Problem Resolution,I believe there's one here ok my apologies it's on Thursday at 5 p.m
Problem Resolution,very well ma'am so I'll Book you for a meeting with counselor Smith on Thursday at 5 p.m
Problem Resolution,ok here what i could for you since you have been with us for more than 5 years i'm gonna get you a free modem andm you will get it by tomorrow
Problem Resolution,and also i'll sign you up for a 6 bmonths trial speed upgrade
Problem Resolution,Kindly check if the computer is properly plugged in
Problem Resolution,Now try to push the power button in the System Unit – CPU
Problem Resolution,Can you turn on the light in your room
Problem Resolution,Sir
Problem Resolution,As of the date today
Problem Resolution,Madam
Problem Resolution,: You might have already checked on it. But
Problem Resolution,alright we havebupdated our software last week to remove the bugs that are solving this system now all we need to do is to update app on your phone so just open your App Store and look for the updates button on the lower right part of the Apple stores home screen please click the Update button
Problem Resolution,oh great open the app and then try to book the place again 
Problem Resolution,okay Randall we are ordering one dozen long-stemmed red roses to toll them out of your orders $40 and it will be shipped to your address within 24 hours
Problem Resolution,first I need you to unpair your device with your phone
Problem Resolution,now please switch off your phone then turn it on again after around 5 seconds switch it off and on
Problem Resolution,ok please pair it with your phone now
Problem Resolution,ok i'm going to get a hold of randy and have him return your call
Problem Resolution,you still have 10000 dollars 
Problem Resolution,Thank you for your patience the issue has been resolved and you should see the update soon
Problem Resolution,We are unable to issue a refund due to the terms of service
Problem Resolution,Unfortunately this payment issue cannot be adjusted as it was processed correctly
Problem Resolution,Unfortunately this fee cannot be reversed based on our guidelines
Problem Resolution,The issue has been resolved and the charges have been reversed
Problem Resolution,Due to company policy we cannot issue a refund for this particular fee
Problem Resolution,It appears the fee is correct and there’s nothing I can do to change it
Problem Resolution,Your concern has been forwarded to the management team and they will follow up shortly
Problem Resolution,Our policy does not allow for exceptions regarding this specific charge
Problem Resolution,Your refund request has been approved and you will receive it shortly
Problem Resolution,Unfortunately the system does not allow us to alter these charges
Problem Resolution,The charge is accurate according to our records and I can’t reverse them
Problem Resolution,We’ve successfully credited the amount back to your account
Problem Resolution,Unfortunately this issue is outside of our ability to change at the moment
Problem Resolution,We’re unable to waive the fees at this time based on your account history
Problem Resolution,Your account has been updated and the changes should reflect soon
Problem Resolution,Our hands are tied due to the terms in place we cannot reverse this charge
Problem Resolution,We’ve issued a one-time credit for the late fee as a gesture of goodwill
Problem Resolution,The charges have been applied according to the terms of service and we cannot remove them
Problem Resolution,The issue has been successfully resolved and your account is up to date
Problem Resolution,Unfortunately your request doesn’t meet the criteria for a refund
Problem Resolution,Unfortunately the system doesn’t allow for exceptions on this matter
Problem Resolution,Your refund has been processed and should appear in your account soon
Problem Resolution,The charges are correct based on your payment history and I can’t reverse them
Problem Resolution,We’ve waived the late fee for this time as a special exception
Problem Resolution,The fees are applied according to our payment processing rules and cannot be reversed
Problem Resolution,The system shows that the charges were applied correctly and I cannot change them
Problem Resolution,We’ve adjusted the fee and you should see the updated balance shortly
Problem Resolution,Unfortunately we can’t reverse the charge due to company policies
Problem Resolution,Your issue has been resolved and the changes should now be visible on your account
Problem Resolution,I'm afraid the system doesn’t allow for adjustments to this charge
Problem Resolution,Your refund has been processed and you will receive it within the next 5–7 business days
Problem Resolution,The charges were correctly applied and I can’t override them at this time
Problem Resolution,I've processed your refund and you should see the amount reflected in your account shortly
Problem Resolution,We cannot change the fee structure or make exceptions in this case
Problem Resolution,I’ve escalated your case to senior management and they will review it further
Problem Resolution,The fee is accurate according to our system’s guidelines and we cannot reverse it
Problem Resolution,Unfortunately we cannot reverse this charge due to our company’s policy
Problem Resolution,Your payment has been successfully processed and the issue has been resolved
Problem Resolution,The charges cannot be waived as they are in line with our terms of service
Problem Resolution,The system has been updated and you should see the changes reflected soon
Problem Resolution,We are unable to make adjustments to your fees at this time
Problem Resolution,We’ve applied a one-time adjustment to your account
Problem Resolution,We cannot remove the charges as they were correctly applied according to our records
Problem Resolution,Your request has been approved and your refund will be processed shortly
Problem Resolution,Due to our policy we cannot alter the charges in your account
Problem Resolution,Your concern has been reviewed and we’ve made the necessary updates to your account
Problem Resolution,Unfortunately this is outside the scope of what we can address at this time
Problem Resolution,The issue has been resolved and you’ll receive an update soon
Problem Resolution,We are unable to process your request due to our internal procedures
Problem Resolution,Your case has been reviewed and we’ve successfully updated your account
Problem Resolution,I'm afraid we cannot proceed with your request as it does not meet the criteria for adjustment
Problem Resolution,We’ve issued a refund and the amount should reflect in your account in the next few business days
Problem Resolution,Unfortunately the issue cannot be resolved on our end due to the terms we operate under
Problem Resolution,"Thank you for your patience, the problem has now been resolved"
Problem Resolution,The charge was correctly applied and we can’t reverse it at this time
Problem Resolution,Your account has been updated and you should see the changes shortly
Problem Resolution,We cannot waive the fees based on your account history
Problem Resolution,We’ve successfully processed the requested adjustment and your account is now up to date
Problem Resolution,Our hands are tied by the system policies and we cannot make any exceptions
Problem Resolution,Your account has been credited with the requested refund and you should see the update soon
Problem Resolution,Unfortunately your request doesn’t qualify for an exception based on our policy
Problem Resolution,We’ve forwarded your request for a refund and you will be updated once it is reviewed
Problem Resolution,The fee is in accordance with our terms and cannot be waived or removed
